Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Due Date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Duplicate),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Confidence Level),Custom field (Development),Custom field (Epic Link),Custom field (Raised During),Custom field (Rank),Sprint,Custom field (Test Sessions),Custom field (Testing Status),Custom field ([CHART] Date of First Response),Comment,Comment,Comment,Comment
handling dates when only the year is meaningful,CGAA-1460,17902,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kathlynw,kathlynw,24/Aug/15 2:15 PM,26/Aug/15 11:26 AM,13/Feb/18 9:39 PM,,,,,0,,,"As a researcher, sometimes the only ""last reviewed"" date I can find is a year, but no month or date. Its important for me to be able to put in what information I can though.

The system as it is does not accomodate a date that only has a year in it. It will not allow you to save the research if you do not have a date in the ""expected format"".",,kathlynw,kay v,,,,,,,,,,,,,,,,,,,,,,,,,,24/Aug/15 2:15 PM;kathlynw;jira-capture-screenshot-20150824-141359-649.png;https://ownsourcing.atlassian.net/secure/attachment/15201/jira-capture-screenshot-20150824-141359-649.png,24/Aug/15 2:15 PM;kathlynw;jira-capture-screenshot-20150824-141407-929.png;https://ownsourcing.atlassian.net/secure/attachment/15202/jira-capture-screenshot-20150824-141407-929.png,,,3.0,4=Unknown,{},,,1|i005pj:,,,bonfire.testingstatus.notstarted,2015-08-26 15:09:40.558,"26/Aug/15 11:09 AM;kay v;Hi [~kathlynw], 

Do you think it would be reasonable to put Jan 1 of the given year? If not, we can look into the development effort required to change the behavior of the software (requires custom code that is probably easy enough to write but adds complexity and labor to future upgrades and security fixes).

Interested to get your feedback.","26/Aug/15 11:22 AM;kathlynw;Is it necessary to have a calendar pop up? Even the calendar, as it is, is a bit restrictive. I see that the drop down year selection only goes to 2012. There are times (though rare) that a piece of research is older than 2012 (example: a researcher added in an article from 1848 for context). That means you still have to manually type in the date anyway. As such, it could be good to just have the ability to put in a date manually, rather than be prompted with a calendar if it won't allow just the year to be entered or go back in time far enough.",26/Aug/15 11:26 AM;kay v;sure - we can look into changes to configuration that improve the usability hurdles you're describing - thanks for the additional details [~kathlynw]!,
Preview of home page scheduled for publication,CGAA-365,15183,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,10/Jan/15 3:48 PM,25/Aug/15 9:33 AM,13/Feb/18 9:39 PM,,,,,0,,,"*Feature*
 As a homepage publisher 
I want to see exactly what will be published on the home page as of a specified date
",,leslieg,,,,,,,,,,,,,CGAA-209,,,,,,,,,,,,,,,,,,1.0,3=Possible,{},CGAA-5,,1|i004zj:,,,,,,,,
Question status dashboard,CGAA-15,11608,Story,Closed,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,Won't Fix,,bridget,bridget,14/Apr/14 12:57 PM,18/Aug/15 6:15 PM,13/Feb/18 9:39 PM,18/Aug/15 6:15 PM,,,,0,,,"*Feature*
As a member of the editorial team
I can see the status of questions 
so that I know at what step a question sits and who is responsible for each step in the workflow.

privacy / efficiency?",,bridget,kay v,,,,,,,,,,,,CGAA-463,,,,,,,,,,,,,,,,,,,2=Likely,{},CGAA-5,,1|i004uf:,,,,2015-08-18 22:15:32.291,18/Aug/15 6:15 PM;kay v;this user story seems to vague to implement; ideally other stories have covered the requirements this story attempts to identify. key considerations are 1) the balance of privacy against openness to collaboration and 2) the balance of coverage against ergonomics (aka efficiency),,,
category navigation menu,CGAA-921,17008,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,leslieg,kay v,kay v,07/Jul/15 10:28 AM,12/Aug/15 3:36 PM,13/Feb/18 9:39 PM,,,,,0,,,,,kay v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-113,,1|i005lz:,,,,,,,,
"RE: Historical fields in submission to preserve — ""NID (Assigned submission ID)""",CGAA-1163,17370,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kathlynw,kathlynw,31/Jul/15 11:55 AM,12/Aug/15 3:36 PM,13/Feb/18 9:40 PM,,,,,0,,,"As a manager (and as a researcher and writer) I regularly reference the NID (Assigned submission ID) to help me recognize the submission I'm working on. Since question title change from time to time, It's helpful to have a constant element (like the NID) associated with the response over time. That way, we can keep all relevant information associated with the same submission. ",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,31/Jul/15 11:55 AM;kathlynw;jira-capture-screenshot-20150731-115149-940.png;https://ownsourcing.atlassian.net/secure/attachment/14655/jira-capture-screenshot-20150731-115149-940.png,,,,3.0,4=Unknown,{},CGAA-113,,1|i005mv:,,,bonfire.testingstatus.notstarted,,,,,
"RE: Historical fields in submission to preserve — ""Originally Published date""",CGAA-1164,17371,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kathlynw,kathlynw,31/Jul/15 11:58 AM,12/Aug/15 3:36 PM,13/Feb/18 9:40 PM,,,,,0,,,"As a manager, for record keeping purposes, it's helpful to know the originally published date. Will this be migrated over as historical information? The manager doesn't use it as often, (and at times, there have been errors in the current system that preserve incorrect originally published dates) but it's good to have for record keeping.",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-113,,1|i005nb:,,,bonfire.testingstatus.notstarted,,,,,
"RE: Historical fields in submission to preserve — "" document uploads""",CGAA-1165,17372,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kathlynw,kathlynw,31/Jul/15 12:02 PM,12/Aug/15 3:36 PM,13/Feb/18 9:40 PM,,,,,0,,,"As a manager or researcher (and to a degree the editors and writers) frequently reference the uploads within a given submission. This is particularly critical to the workflow process and to updated questions as managers can see when the last time a question had uploaded research on file and a research can reference it as a starting point for an update to a question as well. I'm expecting that we'll be working with CUIT to compile this data on our end, unless you all know otherwise.",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,31/Jul/15 12:02 PM;kathlynw;jira-capture-screenshot-20150731-115834-584.png;https://ownsourcing.atlassian.net/secure/attachment/14656/jira-capture-screenshot-20150731-115834-584.png,,,,3.0,4=Unknown,{},CGAA-113,,1|i005n3:,,,bonfire.testingstatus.notstarted,,,,,
"RE: Historical fields in submission to preserve — ""Previous comments""",CGAA-1158,17365,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kathlynw,kathlynw,30/Jul/15 2:18 PM,12/Aug/15 3:36 PM,13/Feb/18 9:40 PM,,,,,0,,,"As a manager, I am able to inform decisions and actions to take on a given submission based on user generated comments within the submission. In this example, an error occcured in the system and a user labeld this submission as a bug. This is critical information to know, as we don't know how it will behave in the future. As I have it held in my editor queue, It would be good to know why it is there once we relaunch the site.",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,30/Jul/15 2:18 PM;kathlynw;jira-capture-screenshot-20150730-141456-358.png;https://ownsourcing.atlassian.net/secure/attachment/14654/jira-capture-screenshot-20150730-141456-358.png,,,,3.0,4=Unknown,{},CGAA-113,,1|i005mn:,,,bonfire.testingstatus.notstarted,,,,,
navigation menu,CGAA-910,16933,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kay v,kay v,03/Jul/15 9:59 AM,12/Aug/15 3:35 PM,13/Feb/18 9:40 PM,,,,,0,,,"As an anonymous visitor
When I select a menu for a section of the site
I can see all secondary menu items in that section
So that I can make a further selection before leaving my current page

When I am in a section of the site
I can see a persistently open menu for that section
So that without needing to interact with a menu I can see at a glance what other options exist in the current section

When I am in a section of the site
I can select a menu for another section
So that I can see secondary menu items in different sections and make a choice before leaving my current page",,kay v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-113,,1|i005l3:,,,,,,,,
"while browsing for related questions,  can flag a question that needs to be updated",CGAA-688,15857,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,fletcher b,fletcher b,10/Mar/15 10:05 AM,12/Aug/15 3:35 PM,13/Feb/18 9:40 PM,,,,,0,,,"As an EDT member, while browsing for related questions,  can flag a question that needs to be updated

Let manager know that ""this related question is important and it needs to be updated""",,fletcher b,,,,,,,,,,,,,CGAA-638,,,,,,,,,,,,,,,,,,3.0,2=Likely,{},CGAA-5,,1|i005hr:,,,,,,,,
"As a researcher looking at related questions that inform the research effort, I can add comments about the relationship",CGAA-687,15856,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,fletcher b,fletcher b,10/Mar/15 10:03 AM,12/Aug/15 3:35 PM,13/Feb/18 9:40 PM,,,,,0,,,"As a researcher looking at related questions that inform the research effort,
I can add comments about the relationship
so we have a synopsis of how it relates to the current research effort (in current template)
so we don't overlap work and focus research effort on things we've not already written
so we help get writers up to speed on this topic so we answer the gap rather than recreate
so we reference in the text of our response
so we better decide whether to answer the question at this stage",,fletcher b,,,,,,,,,,,,,CGAA-638,,,,,,,,,,,,,,,,,,3.0,1=High,{},CGAA-5,,1|i005hj:,,,,,,,,
Redirect urls from previous versions of the site,CGAA-1098,17305,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kay v,kay v,28/Jul/15 5:36 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"As a repeat visitor (including search engine crawlers)
I can use an outdated url (e.g. old bookmark or search result) to find the current equivalent page
So that my outdated references bring me to a suitable destination.",,kay v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-113,,1|i005mf:,,,,,,,,
"As an editor, I can confirm that my change was made after clicking on ""see changes here"" in progress, and viewed revision report.",CGAA-1080,17287,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kathlynw,kathlynw,24/Jul/15 4:21 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,mut-p-testing,,This looks good! :),,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,24/Jul/15 4:21 PM;kathlynw;jira-capture-screenshot-20150724-161950-003.png;https://ownsourcing.atlassian.net/secure/attachment/14583/jira-capture-screenshot-20150724-161950-003.png,24/Jul/15 4:21 PM;kathlynw;jira-capture-screenshot-20150724-162103-325.png;https://ownsourcing.atlassian.net/secure/attachment/14584/jira-capture-screenshot-20150724-162103-325.png,,,3.0,4=Unknown,{},CGAA-6,,1|i005m7:,,,bonfire.testingstatus.notstarted,,,,,
Breadcrumb trail,CGAA-829,16719,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,18/Jun/15 9:41 AM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"As an anonymous user visiting the site
I see breadcrumbs displayed as I progress down a menu path
so that I can easily navigate to a more general point in the site and take a new path

",,leslieg,,,,,,,,,,,,,CGAA-907,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-113,,1|i005lr:,,,,,,,,
Category displays,CGAA-880,16838,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,kay v,leslieg,leslieg,26/Jun/15 8:30 AM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,mvp anonymous user,mvp anonymous user,,0,,,"Feature: display of categories to a site visitor

Scenario:
As a site visitor selecting a meta-category from the main menu
i would like to see a display of only the questions that fall under this category
so that I can quickly find questions in a category that interests me

Scenario:
As a site visitor selecting a sub-category from the category page
i would like to see a display of only questions that fall under this sub-category
so that I can quickly find questions in a sub-category that interests me without having to view all questions in the parent category

Scenario:
As a site visitor selecting a sub-sub-category from the category page
i would like to see a display of only questions that fall under this sub-sub-category
so that I can quickly find questions in a sub-sub-category that interests me without having to view all questions in the parent category

Scenario:
As a site visitor selecting a meta-category from the main menu
i would like to see a fully expanded tree structure under this meta-category
so I can explore the related categories further

Scenario:
As a site visitor selecting a sub-category from the main menu
i would like to see both the parent of this sub-category and a fully expanded tree structure for the parent meta-category
so I can explore the related categories further

Scenario:
As a site visitor selecting a sub-sub-category from the main menu
i would like to see both the parent of this sub-sub-category and a fully expanded tree structure for the parent sub--category
so I can explore the related categories further

Scenario:
As a site visitor viewing a particular question
I would like to know which categories this question falls under
so I can explore these categories further

Scenario:
As a site visitor viewing a particular question
I would like to view the parent and siblings of each of the categories this question falls under
so I can explore similar categories further
",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-113,,1|i005lj:,,,,,30/Jun/15 3:22 PM;leslieg;Are these stories comprehensive and still applicable?,,,
Search the site,CGAA-445,15378,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,03/Feb/15 12:22 AM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"As an anonymous visitor to the Go Ask Alice! site
I can add a search term 
to find related content",,leslieg,,,,,,,,,,,,,CGAA-219,,,,,,,,,,,,,,,,,,3.0,1=High,{},CGAA-113,,1|i005lb:,Phase2 Sprint8,,,,,,,
find informative nodes and relate them to Questions,CGAA-795,16607,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kay v,kay v,03/Jun/15 11:35 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"as an Alice! team member performing research
I can easily relate any piece of content to Questions
so that I can quickly build a list of existing and new content on the site that informs an effort to answer the Question",,kay v,,,,,,,,,,,,,CGAA-794,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-6,,1|i005kv:,,,,,,,,
Task assigner/expediter can determine path a question has taken,CGAA-774,16410,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,05/May/15 8:19 AM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"As a task assigner/expeditor 
I can see what path a question has taken
so that I can determine if the question needs additional time or if re-assignment to a different resource is appropriate",,leslieg,,,,,,,,,,,,,CGAA-361,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-5,,1|i005kn:,,,,,,,,
As a registered user I can understand why others consider a section of text(esp. research) important,CGAA-724,15922,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,fletcher b,fletcher b,26/Mar/15 11:54 AM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"As a registered user I can understand why others consider a section of text(esp. research) important

Original from Kay:
As a registered user I can see important sections of a text (esp. research) and understand why it is important, probably by reading a comment",,fletcher b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-6,,1|i005kf:,,,,,,,,
As a researcher/writer/editor/manager I can modify any aspect of a question,CGAA-723,15921,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,fletcher b,fletcher b,26/Mar/15 11:49 AM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,As a researcher/writer/editor/manager I can modify any aspect of a question except others discussion contributions,,fletcher b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-6,,1|i005k7:,,,,,,,,
As a registered user editing or viewing a question I can see the current workflow status and assignment so that I am aware of its progress relative to completion ,CGAA-722,15920,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,fletcher b,fletcher b,26/Mar/15 11:31 AM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,As a registered user editing or viewing a question I can see the current workflow status and assignment so that I am aware of its progress relative to completion (being published),,fletcher b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-6,,1|i005jz:,,,,,,,,
